type,rule,actual,required,itemA,netA,domA,itemB,netB,domB,crossing
clearance,Default routing,0.15,0.2,"Track [zcd] on B.Cu, length 0.4000 mm",zcd,HV,"Track [y] on B.Cu, length 0.4243 mm",y,SELV,HV-SELV
clearance,Default routing,0.15,0.2,"Track [y] on B.Cu, length 1.2000 mm",y,SELV,"Track [zcd] on B.Cu, length 0.5657 mm",zcd,HV,HV-SELV
clearance,Default routing,0.15,0.2,"Track [y] on B.Cu, length 1.2000 mm",y,SELV,"Track [zcd] on B.Cu, length 0.4000 mm",zcd,HV,HV-SELV
clearance,Default routing,0.0761,0.2,"Track [y] on B.Cu, length 4.1012 mm",y,SELV,Via [zcd] on F.Cu - B.Cu,zcd,HV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [y] on B.Cu, length 0.5657 mm",y,SELV,"Track [zcd] on B.Cu, length 0.1414 mm",zcd,HV,HV-SELV
clearance,Default routing,0.065,0.2,"Track [y] on B.Cu, length 0.2000 mm",y,SELV,Via [zcd] on F.Cu - B.Cu,zcd,HV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [zcd] on B.Cu, length 0.1000 mm",zcd,HV,"Track [y] on B.Cu, length 0.2828 mm",y,SELV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [y] on B.Cu, length 0.2828 mm",y,SELV,"Track [zcd] on B.Cu, length 0.5657 mm",zcd,HV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [y] on B.Cu, length 0.1000 mm",y,SELV,"Track [zcd] on B.Cu, length 0.1000 mm",zcd,HV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [y] on B.Cu, length 0.1000 mm",y,SELV,"Track [zcd] on B.Cu, length 0.5657 mm",zcd,HV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [zcd] on B.Cu, length 0.1414 mm",zcd,HV,"Track [y] on B.Cu, length 0.2000 mm",y,SELV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [y] on B.Cu, length 0.5657 mm",y,SELV,"Track [zcd] on B.Cu, length 0.1000 mm",zcd,HV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [zcd] on B.Cu, length 0.1000 mm",zcd,HV,"Track [y] on B.Cu, length 0.2000 mm",y,SELV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [zcd] on B.Cu, length 0.1414 mm",zcd,HV,"Track [y] on B.Cu, length 0.2828 mm",y,SELV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [y] on B.Cu, length 0.1414 mm",y,SELV,"Track [zcd] on B.Cu, length 0.1000 mm",zcd,HV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [zcd] on B.Cu, length 0.1414 mm",zcd,HV,"Track [y] on B.Cu, length 0.1000 mm",y,SELV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [zcd] on B.Cu, length 0.1000 mm",zcd,HV,"Track [y] on B.Cu, length 0.1000 mm",y,SELV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [zcd] on B.Cu, length 31.4000 mm",zcd,HV,"Track [y] on B.Cu, length 0.2828 mm",y,SELV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [zcd] on B.Cu, length 31.4000 mm",zcd,HV,"Track [y] on B.Cu, length 0.1000 mm",y,SELV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [y] on B.Cu, length 0.1414 mm",y,SELV,"Track [zcd] on B.Cu, length 0.2828 mm",zcd,HV,HV-SELV
clearance,Default routing,0.1972,0.2,"Track [y] on B.Cu, length 0.1000 mm",y,SELV,"Track [zcd] on B.Cu, length 0.2828 mm",zcd,HV,HV-SELV
clearance,Default routing,0.13,0.2,"Track [DISCHARGE_CTRL] on F.Cu, length 3.1113 mm",DISCHARGE_CTRL,SELV,Pad 2 [safety-line-1] of R66 on F.Cu,safety-line-1,SELV,SELV-SELV
clearance,netclass:Default,0.1023,0.2,PTH pad 2 [PWR_RTN] of C4,PWR_RTN,HV,Via [safety.thermal-line] on F.Cu - B.Cu,safety.thermal-line,SELV,HV-SELV
clearance,Default routing,0.15,0.2,"Track [DISCHARGE_CTRL] on F.Cu, length 1.0000 mm",DISCHARGE_CTRL,SELV,"Track [RELAY_CTRL] on F.Cu, length 12.0000 mm",RELAY_CTRL,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [DISCHARGE_CTRL] on F.Cu, length 3.1113 mm",DISCHARGE_CTRL,SELV,"Track [RELAY_CTRL] on F.Cu, length 12.0000 mm",RELAY_CTRL,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [DISCHARGE_CTRL] on F.Cu, length 3.1113 mm",DISCHARGE_CTRL,SELV,"Track [RELAY_CTRL] on F.Cu, length 12.0000 mm",RELAY_CTRL,SELV,SELV-SELV
clearance,netclass:Default,0.1023,0.2,PTH pad 2 [PWR_RTN] of C4,PWR_RTN,HV,Via [safety.thermal-line] on F.Cu - B.Cu,safety.thermal-line,SELV,HV-SELV
clearance,Default routing,0.15,0.2,"Track [safety.ovp.r_div_top1-p2] on F.Cu, length 0.0501 mm",safety.ovp.r_div_top1-p2,HV-chain,"Track [discharge.k_dis1-coil2] on F.Cu, length 0.6000 mm",discharge.k_dis1-coil2,SELV,HV-SELV
clearance,Default routing,0.15,0.2,"Track [safety.ovp.r_div_top1-p2] on F.Cu, length 51.1000 mm",safety.ovp.r_div_top1-p2,HV-chain,"Track [discharge.k_dis1-coil2] on F.Cu, length 0.6000 mm",discharge.k_dis1-coil2,SELV,HV-SELV
clearance,netclass:Default,0.1023,0.2,PTH pad 2 [PWR_RTN] of C4,PWR_RTN,HV,Via [safety.thermal-line] on F.Cu - B.Cu,safety.thermal-line,SELV,HV-SELV
clearance,netclass:Default,0.1023,0.2,PTH pad 2 [PWR_RTN] of C4,PWR_RTN,HV,Via [safety.thermal-line] on F.Cu - B.Cu,safety.thermal-line,SELV,HV-SELV
clearance,Default routing,0.1623,0.2,"Track [discharge.k_dis2-coil1] on F.Cu, length 0.0437 mm",discharge.k_dis2-coil1,SELV,"Track [safety.coil_thermal-line] on F.Cu, length 0.1414 mm",safety.coil_thermal-line,SELV,SELV-SELV
clearance,Default routing,0.1623,0.2,"Track [discharge.k_dis2-coil1] on F.Cu, length 0.0437 mm",discharge.k_dis2-coil1,SELV,"Track [safety.coil_thermal-line] on F.Cu, length 0.2000 mm",safety.coil_thermal-line,SELV,SELV-SELV
clearance,Default routing,0.1972,0.2,"Track [discharge.k_dis2-coil1] on F.Cu, length 0.8485 mm",discharge.k_dis2-coil1,SELV,"Track [safety.coil_thermal-line] on F.Cu, length 0.1414 mm",safety.coil_thermal-line,SELV,SELV-SELV
clearance,Default routing,0.1972,0.2,"Track [safety.coil_thermal-line] on F.Cu, length 0.2000 mm",safety.coil_thermal-line,SELV,"Track [discharge.k_dis2-coil1] on F.Cu, length 0.8485 mm",discharge.k_dis2-coil1,SELV,SELV-SELV
clearance,Default routing,0.1623,0.2,"Track [discharge.k_dis2-coil1] on F.Cu, length 0.1000 mm",discharge.k_dis2-coil1,SELV,"Track [safety.coil_thermal-line] on F.Cu, length 0.1414 mm",safety.coil_thermal-line,SELV,SELV-SELV
clearance,Default routing,0.1623,0.2,"Track [discharge.k_dis2-coil1] on F.Cu, length 0.1000 mm",discharge.k_dis2-coil1,SELV,"Track [safety.coil_thermal-line] on F.Cu, length 0.2000 mm",safety.coil_thermal-line,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [DISCHARGE_CTRL] on F.Cu, length 3.1000 mm",DISCHARGE_CTRL,SELV,"Track [discharge.k_dis2-coil1] on F.Cu, length 4.4000 mm",discharge.k_dis2-coil1,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [discharge.k_dis2-coil1] on F.Cu, length 0.0500 mm",discharge.k_dis2-coil1,SELV,"Track [DISCHARGE_CTRL] on F.Cu, length 3.1000 mm",DISCHARGE_CTRL,SELV,SELV-SELV
clearance,Default routing,0.1972,0.2,"Track [DISCHARGE_CTRL] on F.Cu, length 0.1414 mm",DISCHARGE_CTRL,SELV,"Track [discharge.k_dis2-coil1] on F.Cu, length 0.0500 mm",discharge.k_dis2-coil1,SELV,SELV-SELV
clearance,Default routing,0.1972,0.2,"Track [DISCHARGE_CTRL] on F.Cu, length 0.1414 mm",DISCHARGE_CTRL,SELV,"Track [discharge.k_dis2-coil1] on F.Cu, length 4.4000 mm",discharge.k_dis2-coil1,SELV,SELV-SELV
clearance,Default routing,0.195,0.2,Via [y] on F.Cu - B.Cu,y,SELV,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 1.2000 mm",rtd_pan.r_high_top-inp,SELV,SELV-SELV
clearance,Default routing,0.0612,0.2,"Track [discharge.r_snub1-p2] on F.Cu, length 0.0548 mm",discharge.r_snub1-p2,HV,"Track [power_in.bypass_relay-coil2] on F.Cu, length 23.6174 mm",power_in.bypass_relay-coil2,SELV,HV-SELV
clearance,Default routing,0.021,0.2,"Track [discharge.r_snub1-p2] on F.Cu, length 3.5000 mm",discharge.r_snub1-p2,HV,"Track [power_in.bypass_relay-coil2] on F.Cu, length 5.5000 mm",power_in.bypass_relay-coil2,SELV,HV-SELV
clearance,Default routing,0.116,0.2,"Track [discharge.r_snub1-p2] on F.Cu, length 3.5000 mm",discharge.r_snub1-p2,HV,"Track [power_in.bypass_relay-coil2] on F.Cu, length 23.6174 mm",power_in.bypass_relay-coil2,SELV,HV-SELV
clearance,Default routing,0.15,0.2,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 2.6000 mm",rtd_pan.r_high_top-inp,SELV,"Track [safety.ovp-line] on B.Cu, length 2.6000 mm",safety.ovp-line,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [safety.ovp-line] on B.Cu, length 0.5000 mm",safety.ovp-line,SELV,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.5000 mm",rtd_pan.r_high_top-inp,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [safety.ovp-line] on B.Cu, length 0.5000 mm",safety.ovp-line,SELV,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.8485 mm",rtd_pan.r_high_top-inp,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.5000 mm",rtd_pan.r_high_top-inp,SELV,"Track [safety.ovp-line] on B.Cu, length 0.4243 mm",safety.ovp-line,SELV,SELV-SELV
clearance,Default routing,0.1972,0.2,"Track [safety.ovp-line] on B.Cu, length 0.4243 mm",safety.ovp-line,SELV,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.8485 mm",rtd_pan.r_high_top-inp,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 1.8000 mm",rtd_pan.r_high_top-inp,SELV,"Track [safety.ovp-line] on B.Cu, length 0.5657 mm",safety.ovp-line,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 1.8000 mm",rtd_pan.r_high_top-inp,SELV,"Track [safety.ovp-line] on B.Cu, length 1.8000 mm",safety.ovp-line,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.4243 mm",rtd_pan.r_high_top-inp,SELV,"Track [safety.ovp-line] on B.Cu, length 1.8000 mm",safety.ovp-line,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.4000 mm",rtd_pan.r_high_top-inp,SELV,"Track [safety.ovp-line] on B.Cu, length 3.2527 mm",safety.ovp-line,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 2.6000 mm",rtd_pan.r_high_top-inp,SELV,"Track [safety.ovp-line] on B.Cu, length 0.2828 mm",safety.ovp-line,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.4000 mm",rtd_pan.r_high_top-inp,SELV,"Track [safety.ovp-line] on B.Cu, length 0.4000 mm",safety.ovp-line,SELV,SELV-SELV
clearance,Default routing,0.1623,0.2,"Track [safety.ovp-line] on B.Cu, length 3.2527 mm",safety.ovp-line,SELV,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.2828 mm",rtd_pan.r_high_top-inp,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [safety.ovp-line] on B.Cu, length 0.4000 mm",safety.ovp-line,SELV,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.2828 mm",rtd_pan.r_high_top-inp,SELV,SELV-SELV
clearance,Default routing,0.1125,0.2,Pad 3 [vcc] of U9 on F.Cu,vcc,SELV,"Track [rtd_pan.rail_monitor-ina_p] on F.Cu, length 1.2728 mm",rtd_pan.rail_monitor-ina_p,SELV,SELV-SELV
clearance,Default routing,0.15,0.2,"Track [safety.ovp-line] on B.Cu, length 2.6000 mm",safety.ovp-line,SELV,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.5657 mm",rtd_pan.r_high_top-inp,SELV,SELV-SELV
clearance,netclass:Default,0.015,0.2,Pad 1 [vcc] of R45 on F.Cu,vcc,SELV,Via [safety.fault_or-a2] on F.Cu - B.Cu,safety.fault_or-a2,SELV,SELV-SELV
clearance,Default routing,0.0,0.2,Pad 9 [gnd] of U9 on F.Cu,gnd,SELV,"Track [rtd_pan.rail_monitor-ina_p] on F.Cu, length 5.2000 mm",rtd_pan.rail_monitor-ina_p,SELV,SELV-SELV
clearance,HV internal same footprint,0.65,2.0,Pad 1 [+15V_LS] of C23 on F.Cu,+15V_LS,HV,Pad 2 [DC_BUS_RTN] of C23 on F.Cu,DC_BUS_RTN,HV,HV-HV
clearance,HighVoltageIsolated same side,0.9094,2.0,Pad 2 [DC_BUS_RTN] of C23 on F.Cu,DC_BUS_RTN,HV,Pad 1 [hb.gate_hs.driver-p1-1] of U8 on F.Cu,hb.gate_hs.driver-p1-1,HV,HV-HV
clearance,HighVoltageIsolated same side,0.905,2.0,Pad 1 [hb.gate_hs.driver-p1-1] of C17 on F.Cu,hb.gate_hs.driver-p1-1,HV,Pad 2 [hb.power_loop.q_high-g] of R23 on F.Cu,hb.power_loop.q_high-g,HV,HV-HV
clearance,HighVoltageIsolated same side,1.5,2.0,Pad 1 [hb.gate_hs.driver-p1-1] of U8 on F.Cu,hb.gate_hs.driver-p1-1,HV,Pad 2 [+15V_LS] of U8 on F.Cu,+15V_LS,HV,HV-HV
clearance,HighVoltageIsolated same side,0.7901,2.0,Pad 2 [hb.gate_hs.driver-p2] of C17 on F.Cu,hb.gate_hs.driver-p2,HV,PTH pad 1 [tank.c_tank1-p2] of R30,tank.c_tank1-p2,HV,HV-HV
clearance,HighVoltageIsolated to LV,0.905,2.0,Pad 2 [hb.gate_hs.driver-p2] of C17 on F.Cu,hb.gate_hs.driver-p2,HV,Pad 1 [GATE_HS] of R23 on F.Cu,GATE_HS,HV,HV-HV
clearance,HV to LV,1.74,2.0,PTH pad 1 [a] of U3,a,HV,PTH pad 2 [PWR_RTN] of U3,PWR_RTN,HV,HV-HV
clearance,HV to LV,1.74,2.0,PTH pad 1 [a] of U3,a,HV,PTH pad 2 [PWR_RTN] of U3,PWR_RTN,HV,HV-HV
clearance,HV to LV,1.74,2.0,PTH pad 1 [a] of U3,a,HV,PTH pad 2 [PWR_RTN] of U3,PWR_RTN,HV,HV-HV
clearance,HV to LV,1.74,2.0,PTH pad 1 [a] of U3,a,HV,PTH pad 2 [PWR_RTN] of U3,PWR_RTN,HV,HV-HV
clearance,netclass:Power,0.35,0.5,Pad 2 [sw] of U4 on F.Cu,sw,SELV,Pad 3 [+15V] of U4 on F.Cu,+15V,SELV,SELV-SELV
clearance,netclass:Power,0.35,0.5,Pad 4 [fb] of U4 on F.Cu,fb,SELV,Pad 5 [+15V] of U4 on F.Cu,+15V,SELV,SELV-SELV
clearance,netclass:Power,0.35,0.5,Pad 5 [+15V] of U4 on F.Cu,+15V,SELV,Pad 6 [boot] of U4 on F.Cu,boot,SELV,SELV-SELV
clearance,HV internal same footprint,0.85,2.0,Pad 1 [zcd] of R9 on F.Cu,zcd,HV,Pad 2 [a] of R9 on F.Cu,a,HV,HV-HV
clearance,HV to LV,0.85,2.0,Pad 1 [zcd] of R8 on F.Cu,zcd,HV,Pad 2 [PWR_RTN] of R8 on F.Cu,PWR_RTN,HV,HV-HV
clearance,HV to LV,0.67,2.0,Pad 9 [DC_BUS_RTN] of U7 on F.Cu,DC_BUS_RTN,HV,Pad 10 [input] of U7 on F.Cu,input,HV,HV-HV
clearance,HV internal same footprint,1.94,2.0,Pad 9 [DC_BUS_RTN] of U7 on F.Cu,DC_BUS_RTN,HV,Pad 11 [+15V_LS] of U7 on F.Cu,+15V_LS,HV,HV-HV
clearance,HV to LV,0.67,2.0,Pad 10 [input] of U7 on F.Cu,input,HV,Pad 11 [+15V_LS] of U7 on F.Cu,+15V_LS,HV,HV-HV
clearance,HV to LV,1.8,2.0,Pad 1 [power_in.r_zcd_top1-p2] of R7 on F.Cu,power_in.r_zcd_top1-p2,HV,Pad 2 [zcd] of R7 on F.Cu,zcd,HV,HV-HV
clearance,HighVoltageIsolated same side,1.8089,2.0,Pad 2 [DC_BUS_RTN] of R5 on F.Cu,DC_BUS_RTN,HV,Pad 1 [hb.gate_hs.driver-p1-1] of U8 on F.Cu,hb.gate_hs.driver-p1-1,HV,HV-HV
clearance,netclass:HighVoltage,1.505,2.0,Pad 2 [DC_BUS_RTN] of R5 on F.Cu,DC_BUS_RTN,HV,Pad 2 [+15V_LS] of U8 on F.Cu,+15V_LS,HV,HV-HV
clearance,HighVoltageIsolated to LV,0.67,2.0,Pad 14 [hb.gate_hs.driver-p2] of U7 on F.Cu,hb.gate_hs.driver-p2,HV,Pad 15 [GATE_HS] of U7 on F.Cu,GATE_HS,HV,HV-HV
clearance,HighVoltageIsolated to LV,0.67,2.0,Pad 15 [GATE_HS] of U7 on F.Cu,GATE_HS,HV,Pad 16 [hb.gate_hs.driver-p1-1] of U7 on F.Cu,hb.gate_hs.driver-p1-1,HV,HV-HV
clearance,HV to LV,1.1211,2.0,Pad 2 [discharge.r_snub2-p2] of R20 on F.Cu,discharge.r_snub2-p2,HV,Pad 2 [hb.power_loop.q_high-g] of R23 on F.Cu,hb.power_loop.q_high-g,HV,HV-HV
clearance,HV to LV,0.85,2.0,Pad 1 [hb.power_loop.q_high-g] of R24 on F.Cu,hb.power_loop.q_high-g,HV,Pad 2 [SW_NODE] of R24 on F.Cu,SW_NODE,HV,HV-HV
