role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)	v(xu.raw)	v(xu.pwm_hold)	v(pwm)	v(pwm_input)	v(xdriver.driver_req)	v(xdriver.drv_delay)	v(xu.phase)	v(xu.blank)	v(isense)	v(xu.ov)	v(xu.fault)	v(xu.pcl_hold)	v(xu.pcl_request)	v(disable)	v(xu.m1)	v(xu.m2)
GROUP	14	25088615	5.48430767805168418e-1	-2.10533934638394316e0	9.25358731415613818e1	3.90454619005811310e0	3.81685452211718200e2	3.81715585273734860e2	3.90453658358514533e0	3.81780626474625194e2	3.83011198085047454e2	-1.32130890504316391e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88206787092813421e0	2.60212104496518482e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	-3.32332947335626332e-7	1.94520066210124298e-6	1.62500785186453267e-30	-4.26147462560679119e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479153e-1	5.01087243600505938e-1	1.37838695083176055e0
GROUP	14	25088616	5.48430767805168418e-1	-2.10533934496142194e0	9.25358731429839025e1	3.90454618987848789e0	3.81685452211718143e2	3.81715585273734803e2	3.90453658350313093e0	3.81780626474624114e2	3.83011198085044725e2	-1.32130890710839033e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88206787092813377e0	2.60212104496468211e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	-2.91811297562997399e-7	1.94520066210124298e-6	1.62492554394552859e-30	-4.26147462552478179e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479389e-1	5.01087243600505827e-1	1.37838695083175988e0
RIGHT	14	25088617	5.48430767805168529e-1	-2.10533934666634170e0	9.25358731412749904e1	3.90454619007607562e0	3.81685452211718086e2	3.81715585273734746e2	3.90453658339690124e0	3.81780626474622920e2	3.83011198085041087e2	-1.32130890976811732e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88206787092813244e0	2.60212104496403107e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-2.39325699687195423e-7	1.94520066221226529e-6	1.62481894095015500e-30	-4.26147462541855912e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764478750e-1	5.01087243600505383e-1	1.37838695083175855e0
LEFT	15	25089021	5.48438513840771025e-1	-2.09447193589370873e0	9.21349845614395235e1	3.87158766927632314e0	3.81682568596113413e2	3.81712701430476216e2	3.87157802674053864e0	3.81777264022035354e2	3.83007199094218436e2	-1.36759433531358046e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88204035653717394e0	2.59233191993294998e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-4.74028607959608225e-7	1.94572285339145168e-6	3.12898129981391818e-27	-4.22900107041834089e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480735e-1	5.01078631596135526e-1	1.37835510853298193e0
GROUP	15	25089022	5.48438513840771136e-1	-2.09447193577543667e0	9.21349845615497713e1	3.87158767056462239e0	3.81682568596113526e2	3.81712701430476329e2	3.87157802662545647e0	3.81777264022033876e2	3.83007199094214911e2	-1.36759433776862652e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88204035653717350e0	2.59233191993224210e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-4.17245387662710904e-7	1.94572285350247398e-6	3.12875921564130217e-27	-4.22900107030326558e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480263e-1	5.01078631596135193e-1	1.37835510853298149e0
GROUP	15	25089023	5.48438513840771136e-1	-2.09447193726025693e0	9.21349845600649502e1	3.87158767134292248e0	3.81682568596113526e2	3.81712701430476329e2	3.87157802656375027e0	3.81777264022033194e2	3.83007199094212979e2	-1.36759433913175613e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88204035653717305e0	2.59233191993186285e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-3.86798929239946834e-7	1.94572285350247398e-6	3.12864014335402744e-27	-4.22900107024156216e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480097e-1	5.01078631596135193e-1	1.37835510853298104e0
GROUP	15	25089024	5.48438513840771136e-1	-2.09447193495552808e0	9.21349845623696808e1	3.87158767159752415e0	3.81682568596113413e2	3.81712701430476216e2	3.87157802648627003e0	3.81777264022032284e2	3.83007199094210534e2	-1.36759434083476686e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88204035653717261e0	2.59233191993138679e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-3.48569497926810566e-7	1.94572285350247398e-6	3.12849063925096403e-27	-4.22900107016408594e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480485e-1	5.01078631596135193e-1	1.37835510853298060e0
RIGHT	15	25089025	5.48438513840771247e-1	-2.09447193622312566e0	9.21349845610980509e1	3.87158766770448892e0	3.81682568596113413e2	3.81712701430476216e2	3.87157802633131132e0	3.81777264022030124e2	3.83007199094205816e2	-1.36759434439106688e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88204035653717172e0	2.59233191993043555e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	-2.72110635619408294e-7	1.94572285361349628e-6	3.12819165247677716e-27	-4.22900107000913489e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480985e-1	5.01078631596134749e-1	1.37835510853297949e0
LEFT	16	25234776	5.51598686246540848e-1	9.52532797854313316e1	-9.46222898992246542e-1	-4.28705679910787385e0	3.79374749450339891e2	3.79404700088454376e2	4.28704524994813507e0	3.79475327036265014e2	3.80713107912270686e2	-1.22248495790019929e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88405373272679055e0	2.61523861606104280e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	-3.58067948946502935e-7	1.94865678970757017e-6	1.11201192341020682e-26	-4.63946513575202585e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479986e-1	5.01708818343485574e-1	1.38068615231240011e0
GROUP	16	25234777	5.51598686246540959e-1	9.52532797865683989e1	-9.46222897859144041e-1	-4.28705679008439766e0	3.79374749450340062e2	3.79404700088454547e2	4.28704524981032442e0	3.79475327036263138e2	3.80713107912266310e2	-1.22248496123234101e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88405373272679100e0	2.61523861606043972e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-2.89098687667175205e-7	1.94865678981859247e-6	1.11191605923654676e-26	-4.63946513561421178e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480568e-1	5.01708818343485685e-1	1.38068615231240077e0
GROUP	16	25234778	5.51598686246540959e-1	9.52532797916418872e1	-9.46222892785655745e-1	-4.28705676497782484e0	3.79374749450340119e2	3.79404700088454604e2	4.28704524973709677e0	3.79475327036262172e2	3.80713107912263922e2	-1.22248496309591260e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88405373272679100e0	2.61523861606012042e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-2.52451099450151402e-7	1.94865678981859247e-6	1.11186512409809395e-26	-4.63946513554098078e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479861e-1	5.01708818343485574e-1	1.38068615231240033e0
RIGHT	16	25234779	5.51598686246541070e-1	9.52532797850227553e1	-9.46222899412745733e-1	-4.28705673525189290e0	3.79374749450340119e2	3.79404700088454604e2	4.28704524964325451e0	3.79475327036261206e2	3.80713107912260853e2	-1.22248496547009970e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88405373272679055e0	2.61523861605971097e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-2.05487049558567233e-7	1.94865678992961477e-6	1.11179985389873950e-26	-4.63946513544713363e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479042e-1	5.01708818343485574e-1	1.38068615231240033e0
LEFT	17	25500384	5.56764945239742404e-1	9.36607349195391237e1	-9.35646799593399692e-1	-3.92795326147321910e0	3.82056246491690388e2	3.82086408826939703e2	3.92794362813691711e0	3.82151812841330070e2	3.83382834951031157e2	-1.50972985457400057e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88267442027781140e0	2.59936893418959025e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-5.97243444361668794e-7	1.95020461646322474e-6	-9.20176955486371423e-24	-4.28540667807933290e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764482192e-1	5.01277093546954933e-1	1.37908900148478764e0
GROUP	17	25500385	5.56764945239742515e-1	9.36607349198759778e1	-9.35646799248544880e-1	-3.92795325327155220e0	3.82056246491690558e2	3.82086408826939874e2	3.92794362798056973e0	3.82151812841327853e2	3.83382834951025984e2	-1.50972985832796267e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88267442027781184e0	2.59936893418865900e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-5.20107643511323604e-7	1.95020461657424704e-6	-9.20088236526006767e-24	-4.28540667792299268e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764481554e-1	5.01277093546955044e-1	1.37908900148478808e0
GROUP	17	25500386	5.56764945239742515e-1	9.36607349155953415e1	-9.35646803529181170e-1	-3.92795328143732991e0	3.82056246491690558e2	3.82086408826939874e2	3.92794362790578377e0	3.82151812841326887e2	3.83382834951023483e2	-1.50972986006472461e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88267442027781184e0	2.59936893418821402e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-4.83211002269613213e-7	1.95020461657424704e-6	-9.20045802295255384e-24	-4.28540667784820944e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764481304e-1	5.01277093546955044e-1	1.37908900148478808e0
RIGHT	17	25500387	5.56764945239742626e-1	9.36607349196097232e1	-9.35646799510806204e-1	-3.92795327338724265e0	3.82056246491690388e2	3.82086408826939703e2	3.92794362780839590e0	3.82151812841325750e2	3.83382834951020243e2	-1.50972986240674039e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88267442027781184e0	2.59936893418763448e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-4.35163260459471177e-7	1.95020461668526934e-6	-9.19990546297420742e-24	-4.28540667775082623e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480888e-1	5.01277093546955044e-1	1.37908900148478808e0
LEFT	18	25500794	5.56772674029291981e-1	9.32504663742693793e1	-9.34989457377781719e-1	-3.90597221293275743e0	3.82053362217459323e2	3.82083524325002770e2	3.90596257622335852e0	3.82148593013352070e2	3.83379192106796381e2	-8.65785179454185458e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88264698976456168e0	2.59130390115884923e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	3.35229082818831728e-9	1.93348075472332681e-6	2.36284740320967181e-26	-4.26390043786344722e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764471381e-1	5.01268507796307938e-1	1.37905724817342268e0
GROUP	18	25500795	5.56772674029292092e-1	9.32504663748936053e1	-9.34989456745540792e-1	-3.90597221071683753e0	3.82053362217459551e2	3.82083524325002998e2	3.90596257608696273e0	3.82148593013350364e2	3.83379192106791663e2	-8.65785183323654053e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88264698976456080e0	2.59130390115803921e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	7.05524722031464664e-8	1.93348075483434911e-6	2.36264893181697505e-26	-4.26390043772706395e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764471590e-1	5.01268507796307494e-1	1.37905724817342179e0
GROUP	18	25500796	5.56772674029292092e-1	9.32504663733724755e1	-9.34989458266670681e-1	-3.90597221529274696e0	3.82053362217459608e2	3.82083524325003054e2	3.90596257601886077e0	3.82148593013349512e2	3.83379192106789333e2	-8.65785185153926234e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88264698976456080e0	2.59130390115763465e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	1.04105433048008041e-7	1.93348075483434911e-6	2.36254984155525426e-26	-4.26390043765896704e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764471617e-1	5.01268507796307494e-1	1.37905724817342179e0
GROUP	18	25500797	5.56772674029292092e-1	9.32504663744371101e1	-9.34989457202036078e-1	-3.90597222641819775e0	3.82053362217459494e2	3.82083524325002941e2	3.90596257593194407e0	3.82148593013348489e2	3.83379192106786547e2	-8.65785187411161465e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88264698976456035e0	2.59130390115711773e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	1.46928557274528102e-7	1.93348075483434911e-6	2.36242338022543673e-26	-4.26390043757205531e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764472048e-1	5.01268507796307383e-1	1.37905724817342135e0
RIGHT	18	25500798	5.56772674029292203e-1	9.32504663756709817e1	-9.34989455964142735e-1	-3.90597222097339536e0	3.82053362217459323e2	3.82083524325002770e2	3.90596257575811023e0	3.82148593013346158e2	3.83379192106781147e2	-8.65785191724510222e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88264698976455946e0	2.59130390115608433e0	5.00000000000000000e0	8.09856626204918939e-1	2.42956987861475682e0	2.20000422079289004e0	1.49999999999999716e1	2.32574805327461968e-7	1.93348075494537142e-6	2.36217047787272545e-26	-4.26390043739823532e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764472963e-1	5.01268507796307161e-1	1.37905724817342001e0
LEFT	19	25644688	5.59894113983763653e-1	-2.18890505688387949e0	9.20030087323824119e1	4.15825377873045454e0	3.79755218163975428e2	3.79785198839093596e2	4.15824201230685553e0	3.79853951992505984e2	3.81089340224399564e2	-6.43557490204271636e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88449479996342317e0	2.56877088688362276e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	1.87339469858173801e-7	1.93153044980576283e-6	6.24443605924750744e-22	-4.51350980945342470e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479736e-1	5.01846872388551524e-1	1.38119707347993326e0
GROUP	19	25644689	5.59894113983763764e-1	-2.18890505594686591e0	9.20030087333194331e1	4.15825378065670748e0	3.79755218163975599e2	3.79785198839093766e2	4.15824201219115519e0	3.79853951992504449e2	3.81089340224396040e2	-6.43557493133683246e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88449479996342273e0	2.56877088688312449e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	2.44775606365925216e-7	1.93153044991678513e-6	6.24398775496362639e-22	-4.51350980933772766e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480194e-1	5.01846872388551413e-1	1.38119707347993259e0
GROUP	19	25644690	5.59894113983763764e-1	-2.18890505544935632e0	9.20030087338169409e1	4.15825378074282526e0	3.79755218163975712e2	3.79785198839093880e2	4.15824201212914257e0	3.79853951992503539e2	3.81089340224394277e2	-6.43557494464349390e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88449479996342273e0	2.56877088688285760e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	2.75560356944672905e-7	1.93153044991678513e-6	6.24374748506554720e-22	-4.51350980927571477e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480138e-1	5.01846872388551302e-1	1.38119707347993281e0
GROUP	19	25644691	5.59894113983763764e-1	-2.18890505548203329e0	9.20030087337842559e1	4.15825377698791954e0	3.79755218163975769e2	3.79785198839093937e2	4.15824201205118271e0	3.79853951992502346e2	3.81089340224391890e2	-6.43557496390573294e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88449479996342273e0	2.56877088688252186e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	3.14261977845127316e-7	1.93153044991678513e-6	6.24344543841813934e-22	-4.51350980919775352e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479694e-1	5.01846872388551413e-1	1.38119707347993259e0
RIGHT	19	25644692	5.59894113983763875e-1	-2.18890505562770832e0	9.20030087336425879e1	4.15825377781499128e0	3.79755218163975826e2	3.79785198839093994e2	4.15824201189526388e0	3.79853951992500242e2	3.81089340224386774e2	-6.43557500815867619e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88449479996342273e0	2.56877088688184996e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	3.91665219319240028e-7	1.93153045002780743e-6	6.24284138895756533e-22	-4.51350980904183449e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479944e-1	5.01846872388551413e-1	1.38119707347993259e0
LEFT	20	25645914	5.59917364068342582e-1	-2.20411377650303653e0	9.32214979657269680e1	4.20447667476275910e0	3.79747264731851601e2	3.79777244779067246e2	4.20446503808670347e0	3.79846669772985763e2	3.81082920529333080e2	-1.11092886566277226e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88459303441983872e0	2.60000956532785876e0	5.00000000000000000e0	8.09852740424332751e-1	2.42955822127299825e0	2.19999366493224269e0	1.49999999999999716e1	-2.57722414995092059e-7	1.94507479456262899e-6	-1.62728589456999435e-22	-4.55824539923258623e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764481637e-1	5.01877619773409389e-1	1.38131087866714375e0
GROUP	20	25645915	5.59917364068342693e-1	-2.20411377631138583e0	9.32214979659266021e1	4.20447667378238066e0	3.79747264731851772e2	3.79777244779067416e2	4.20446503796900384e0	3.79846669772984058e2	3.81082920529329272e2	-1.11092886848546043e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88459303441983916e0	2.60000956532732097e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	-1.99044509149304180e-7	1.94507479467365130e-6	-1.62716654178041628e-22	-4.55824539911488177e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764482178e-1	5.01877619773409611e-1	1.38131087866714442e0
GROUP	20	25645916	5.59917364068342693e-1	-2.20411377554012189e0	9.32214979666978678e1	4.20447667404602043e0	3.79747264731851828e2	3.79777244779067473e2	4.20446503790596715e0	3.79846669772983319e2	3.81082920529327282e2	-1.11092886987813489e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88459303441983916e0	2.60000956532703320e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	-1.67618616038852260e-7	1.94507479467365130e-6	-1.62710262408011554e-22	-4.55824539905184192e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764482442e-1	5.01877619773409722e-1	1.38131087866714419e0
GROUP	20	25645917	5.59917364068342693e-1	-2.20411377403494990e0	9.32214979682030389e1	4.20447667363737310e0	3.79747264731851828e2	3.79777244779067473e2	4.20446503782653824e0	3.79846669772982580e2	3.81082920529324895e2	-1.11092887175287240e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88459303441983916e0	2.60000956532667171e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	-1.28020475372052400e-7	1.94507479467365130e-6	-1.62702208827049209e-22	-4.55824539897240893e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764482192e-1	5.01877619773409611e-1	1.38131087866714442e0
RIGHT	20	25645918	5.59917364068342804e-1	-2.20411377551826959e0	9.32214979667237031e1	4.20447667481215603e0	3.79747264731852056e2	3.79777244779067701e2	4.20446503766768043e0	3.79846669772980704e2	3.81082920529320063e2	-1.11092887537522473e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88459303441983961e0	2.60000956532594696e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-4.88241943805645214e-8	1.94507479478467360e-6	-1.62686102860966020e-22	-4.55824539881354504e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764481776e-1	5.01877619773409722e-1	1.38131087866714508e0
LEFT	21	25646327	5.59925111409363629e-1	-2.21253610350567920e0	9.36225419223350315e1	4.23008027294542899e0	3.79744682667446284e2	3.79774662510814721e2	4.23006868113321310e0	3.79844459859264077e2	3.81081186491403059e2	-1.19159930878187310e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88462586365237916e0	2.60988735138264172e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-3.36754070695487624e-7	1.94690240429284955e-6	-2.93638329904464246e-23	-4.58335860728094485e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764466427e-1	5.01887895323194777e-1	1.38134891256856451e0
GROUP	21	25646328	5.59925111409363740e-1	-2.21253610435128367e0	9.36225419214934078e1	4.23008027328893377e0	3.79744682667446511e2	3.79774662510814949e2	4.23006868098872157e0	3.79844459859262145e2	3.81081186491398569e2	-1.19159931216230112e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88462586365237916e0	2.60988735138197780e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-2.64620471444245710e-7	1.94690240440387186e-6	-2.93611854609712540e-23	-4.58335860713645071e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764467315e-1	5.01887895323194777e-1	1.38134891256856496e0
GROUP	21	25646329	5.59925111409363740e-1	-2.21253610333459783e0	9.36225419225100950e1	4.23008027307537304e0	3.79744682667446511e2	3.79774662510814949e2	4.23006868092331612e0	3.79844459859261406e2	3.81081186491396465e2	-1.19159931375650759e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88462586365237916e0	2.60988735138167716e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-2.31968316755837288e-7	1.94690240440387186e-6	-2.93599871029000738e-23	-4.58335860707104331e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764467718e-1	5.01887895323194666e-1	1.38134891256856474e0
GROUP	21	25646330	5.59925111409363740e-1	-2.21253610179346438e0	9.36225419240512338e1	4.23008027525770558e0	3.79744682667446398e2	3.79774662510814835e2	4.23006868083826948e0	3.79844459859260553e2	3.81081186491393510e2	-1.19159931592452874e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88462586365237916e0	2.60988735138128680e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-1.89510477078174514e-7	1.94690240440387186e-6	-2.93584289421273201e-23	-4.58335860698599398e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764468259e-1	5.01887895323194666e-1	1.38134891256856474e0
RIGHT	21	25646331	5.59925111409363852e-1	-2.21253610365288056e0	9.36225419221997726e1	4.23008027376670270e0	3.79744682667446511e2	3.79774662510814949e2	4.23006868066817798e0	3.79844459859258507e2	3.81081186491387768e2	-1.19159932025907297e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88462586365237961e0	2.60988735138050565e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	-1.04594798116158366e-7	1.94690240451489416e-6	-2.93553128686541967e-23	-4.58335860681589533e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764467648e-1	5.01887895323194777e-1	1.38134891256856518e0
LEFT	22	25912637	5.65099108583598686e-1	-2.09000504003601595e0	9.24622849368913649e1	3.85804299297711850e0	3.82405722495467955e2	3.82435912420928105e2	3.85803335067076381e0	3.82500278749416111e2	3.83729951471272102e2	-1.19690043392749840e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88330777528199089e0	2.59815940416558400e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-2.91608535912462995e-7	1.94111785323247688e-6	-2.33210245136845137e-27	-4.21593598006866979e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764477377e-1	5.01475333663263134e-1	1.37982226911222017e0
